name,rating,genre,year,score,votes,director,writer,star,country,budget,gross,company,month,revenue
The Equalizer,R,Action,2014,7.2,344000,Antoine Fuqua,Richard Wenk,Denzel Washington,United States,55000000,192330738,Columbia Pictures,September,137330738
The Maze Runner,PG-13,Action,2014,6.8,431000,Wes Ball,Noah Oppenheim,Dylan O'Brien,United States,34000000,348319861,Twentieth Century Fox,September,314319861
Lucy,R,Action,2014,6.4,460000,Luc Besson,Luc Besson,Scarlett Johansson,France,40000000,458863600,EuropaCorp,July,418863600
Chef,R,Adventure,2014,7.3,202000,Jon Favreau,Jon Favreau,Jon Favreau,United States,11000000,48428048,Aldamisa Entertainment,May,37428048
What We Do in the Shadows,R,Comedy,2014,7.7,164000,Jemaine Clement,Jemaine Clement,Jemaine Clement,New Zealand,1600000,7253160,Unison Films,February,5653160
The Imitation Game,PG-13,Biography,2014,8,707000,Morten Tyldum,Graham Moore,Benedict Cumberbatch,United Kingdom,14000000,233555708,Black Bear Pictures,December,219555708
Fury,R,Action,2014,7.6,442000,David Ayer,David Ayer,Brad Pitt,United States,68000000,211822697,Columbia Pictures,October,143822697
X-Men: Days of Future Past,PG-13,Action,2014,7.9,673000,Bryan Singer,Simon Kinberg,Patrick Stewart,United States,200000000,746045700,Twentieth Century Fox,May,546045700
Predestination,R,Action,2014,7.5,262000,Michael Spierig,Michael Spierig,Ethan Hawke,Australia,5100000,4942449,Screen Australia,January,-157551
The Purge: Anarchy,R,Action,2014,6.4,143000,James DeMonaco,James DeMonaco,Frank Grillo,United States,9000000,111928365,Universal Pictures,July,102928365
Birdman or (The Unexpected Virtue of Ignorance),R,Comedy,2014,7.7,594000,Alejandro G. Iñárritu,Alejandro G. Iñárritu,Michael Keaton,United States,18000000,103215094,New Regency Productions,November,85215094
It Follows,R,Horror,2014,6.8,217000,David Robert Mitchell,David Robert Mitchell,Maika Monroe,United States,1000000,21947454,Northern Lights Films,March,20947454
Blended,PG-13,Comedy,2014,6.5,124000,Frank Coraci,Ivan Menchell,Adam Sandler,United States,40000000,127994610,Gulfstream Pictures,May,87994610
Hercules,PG-13,Action,2014,6,149000,Brett Ratner,Ryan J. Condal,Dwayne Johnson,United States,100000000,244819862,Paramount Pictures,July,144819862
The Judge,R,Crime,2014,7.4,183000,David Dobkin,Nick Schenk,Robert Downey Jr.,United States,50000000,84419388,Warner Bros.,October,34419388
Annie,PG,Comedy,2014,5.3,35000,Will Gluck,Will Gluck,Quvenzhané Wallis,United States,65000000,136853506,Marcy Media,December,71853506
Godzilla,PG-13,Action,2014,6.4,394000,Gareth Edwards,Ishirô Honda,Aaron Taylor-Johnson,United States,160000000,524976069,Warner Bros.,May,364976069
The Giver,PG-13,Drama,2014,6.5,114000,Phillip Noyce,Michael Mitnick,Brenton Thwaites,United States,25000000,66980456,Tonik Productions,August,41980456
300: Rise of an Empire,R,Action,2014,6.2,286000,Noam Murro,Zack Snyder,Sullivan Stapleton,United States,110000000,337580051,Warner Bros.,March,227580051
American Sniper,R,Action,2014,7.3,451000,Clint Eastwood,Jason Hall,Bradley Cooper,United States,58800000,547426372,Warner Bros.,January,488626372
"Love, Rosie",R,Comedy,2014,7.2,127000,Christian Ditter,Juliette Towhidi,Lily Collins,Germany,NA,25574387,Canyon Creek Films,October,NA
Big Hero 6,PG,Animation,2014,7.8,423000,Don Hall,Jordan Roberts,Ryan Potter,United States,165000000,657869686,FortyFour Studios,November,492869686
The Amazing Spider-Man 2,PG-13,Action,2014,6.6,427000,Marc Webb,Alex Kurtzman,Andrew Garfield,United States,200000000,708982323,Marvel Enterprises,May,508982323
Maleficent,PG,Action,2014,7,353000,Robert Stromberg,Linda Woolverton,Angelina Jolie,United States,180000000,758411779,Jolie Pas,May,578411779
Into the Woods,PG,Adventure,2014,5.9,135000,Rob Marshall,James Lapine,Anna Kendrick,United States,50000000,212902372,BBL Motion Picture Studios,December,162902372
Unbroken,PG-13,Action,2014,7.2,155000,Angelina Jolie,Joel Coen,Jack O'Connell,United States,65000000,161459297,3 Arts Entertainment,December,96459297
The Lego Movie,PG,Animation,2014,7.7,331000,Christopher Miller,Phil Lord,Chris Pratt,United States,60000000,468060692,Warner Bros.,February,408060692
The Hunger Games: Mockingjay - Part 1,PG-13,Action,2014,6.6,424000,Francis Lawrence,Peter Craig,Jennifer Lawrence,United States,125000000,755356711,Lionsgate,November,630356711
Tusk,R,Comedy,2014,5.3,48000,Kevin Smith,Kevin Smith,Justin Long,Canada,3000000,1882074,SModcast Pictures,September,-1117926
Night at the Museum: Secret of the Tomb,PG,Adventure,2014,6.2,111000,Shawn Levy,David Guion,Ben Stiller,United Kingdom,127000000,363204635,Twentieth Century Fox,December,236204635
The Fault in Our Stars,PG-13,Drama,2014,7.7,352000,Josh Boone,Scott Neustadter,Shailene Woodley,United States,12000000,307166834,Fox 2000 Pictures,June,295166834
"As Above, So Below",R,Horror,2014,6.2,83000,John Erick Dowdle,John Erick Dowdle,Perdita Weeks,United States,5000000,41898409,Legendary Entertainment,August,36898409
Annabelle,R,Horror,2014,5.4,147000,John R. Leonetti,Gary Dauberman,Ward Horton,United States,6500000,257579282,New Line Cinema,October,251079282
Boyhood,R,Drama,2014,7.9,341000,Richard Linklater,Richard Linklater,Ellar Coltrane,United States,4000000,48137666,IFC Productions,August,44137666
The Theory of Everything,PG-13,Biography,2014,7.7,417000,James Marsh,Anthony McCarten,Eddie Redmayne,United Kingdom,15000000,123726688,Working Title Films,November,108726688
The Expendables 3,PG-13,Action,2014,6.1,173000,Patrick Hughes,Sylvester Stallone,Sylvester Stallone,France,80000000,214657577,Lionsgate,August,134657577
The Interview,R,Action,2014,6.5,313000,Evan Goldberg,Dan Sterling,James Franco,United States,44000000,11782625,Columbia Pictures,December,-32217375
The Drop,R,Crime,2014,7.1,146000,Michaël R. Roskam,Dennis Lehane,Tom Hardy,United States,12600000,18658381,Big Screen Productions,September,6058381
Transformers: Age of Extinction,PG-13,Action,2014,5.6,302000,Michael Bay,Ehren Kruger,Mark Wahlberg,United States,210000000,1104054072,Paramount Pictures,June,894054072
Inherent Vice,R,Comedy,2014,6.7,97000,Paul Thomas Anderson,Paul Thomas Anderson,Joaquin Phoenix,United States,20000000,14710975,Ghoulardi Film Company,January,-5289025
Neighbors,R,Comedy,2014,6.3,294000,Nicholas Stoller,Andrew Jay Cohen,Seth Rogen,United States,18000000,270665134,Good Universe,May,252665134
The Babadook,Not Rated,Drama,2014,6.8,203000,Jennifer Kent,Jennifer Kent,Essie Davis,Australia,2000000,10312540,Screen Australia,November,8312540
Sex Tape,R,Comedy,2014,5.1,109000,Jake Kasdan,Kate Angelo,Jason Segel,United States,40000000,126069509,Columbia Pictures,July,86069509
The Other Woman,PG-13,Comedy,2014,6,133000,Nick Cassavetes,Melissa K. Stack,Cameron Diaz,United States,40000000,196710396,Twentieth Century Fox,April,156710396
Wild Tales,R,Comedy,2014,8.1,184000,Damián Szifron,Germán Servidio,Darío Grandinetti,Argentina,3300000,30642704,Kramer & Sigman Films,August,27342704
Wild,R,Adventure,2014,7.1,123000,Jean-Marc Vallée,Nick Hornby,Reese Witherspoon,United States,15000000,52501541,Bob Industries,December,37501541
Foxcatcher,R,Biography,2014,7,137000,Bennett Miller,E. Max Frye,Steve Carell,United States,24000000,19206513,Annapurna Pictures,January,-4793487
The Guest,R,Action,2014,6.7,95000,Adam Wingard,Simon Barrett,Dan Stevens,United States,5000000,2700051,HanWay Films,September,-2299949
Teenage Mutant Ninja Turtles,PG-13,Action,2014,5.8,203000,Jonathan Liebesman,Josh Appelbaum,Megan Fox,United States,125000000,485004754,Paramount Pictures,August,360004754
RoboCop,PG-13,Action,2014,6.1,219000,José Padilha,Joshua Zetumer,Joel Kinnaman,United States,100000000,242688965,Metro-Goldwyn-Mayer (MGM),February,142688965
22 Jump Street,R,Action,2014,7,354000,Phil Lord,Michael Bacall,Channing Tatum,United States,50000000,331333876,Columbia Pictures,June,281333876
Dawn of the Planet of the Apes,PG-13,Action,2014,7.6,419000,Matt Reeves,Mark Bomback,Gary Oldman,United States,170000000,710644566,Chernin Entertainment,July,540644566
Sin City: A Dame to Kill for,R,Action,2014,6.5,155000,Frank Miller,Frank Miller,Mickey Rourke,United States,65000000,39407616,Aldamisa Entertainment,August,-25592384
Brick Mansions,PG-13,Action,2014,5.7,41000,Camille Delamarre,Luc Besson,Paul Walker,France,28000000,71416730,Relativity Media,April,43416730
Vampire Academy,PG-13,Action,2014,5.5,53000,Mark Waters,Richelle Mead,Zoey Deutch,United States,30000000,15642346,Angry Films,February,-14357654
The Monuments Men,PG-13,Comedy,2014,6.1,127000,George Clooney,George Clooney,George Clooney,United States,70000000,156706638,Columbia Pictures,February,86706638
Honeymoon,R,Drama,2014,5.7,25000,Leigh Janiak,Phil Graziadei,Rose Leslie,United States,1000000,24343,Fewlas Entertainment,September,-975657
Dumb and Dumber to,PG-13,Comedy,2014,5.6,131000,Bobby Farrelly,Sean Anders,Jim Carrey,United States,40000000,169837010,Universal Pictures,November,129837010
Before We Go,PG-13,Comedy,2014,6.8,54000,Chris Evans,Ronald Bass,Chris Evans,United States,NA,462875,G4 Productions,July,NA
How to Train Your Dragon 2,PG,Animation,2014,7.8,313000,Dean DeBlois,Dean DeBlois,Jay Baruchel,United States,145000000,621537519,DreamWorks Animation,June,476537519
Noah,PG-13,Action,2014,5.7,246000,Darren Aronofsky,Darren Aronofsky,Russell Crowe,United States,125000000,359200044,Paramount Pictures,March,234200044
A Walk Among the Tombstones,R,Action,2014,6.5,115000,Scott Frank,Lawrence Block,Liam Neeson,United States,28000000,58834384,1984 Private Defense Contractors,September,30834384
Need for Speed,PG-13,Action,2014,6.4,165000,Scott Waugh,George Gatins,Aaron Paul,United States,66000000,203277636,Dreamworks Pictures,March,137277636
Rio 2,G,Animation,2014,6.3,83000,Carlos Saldanha,Don Rhymer,Jesse Eisenberg,United States,103000000,498781117,Twentieth Century Fox Animation,April,395781117
Seventh Son,PG-13,Action,2014,5.5,74000,Sergei Bodrov,Charles Leavitt,Ben Barnes,United States,95000000,114178613,Beijing Skywheel Entertainment Co.,February,19178613
Exodus: Gods and Kings,PG-13,Action,2014,6,162000,Ridley Scott,Adam Cooper,Christian Bale,United Kingdom,140000000,268175631,Chernin Entertainment,December,128175631
A Million Ways to Die in the West,R,Comedy,2014,6.1,181000,Seth MacFarlane,Seth MacFarlane,Seth MacFarlane,United States,40000000,87189756,Bluegrass Films,May,47189756
Sabotage,R,Action,2014,5.7,61000,David Ayer,Skip Woods,Arnold Schwarzenegger,United States,35000000,22126842,Open Road Films (II),March,-12873158
Paddington,PG,Animation,2014,7.2,103000,Paul King,Paul King,Hugh Bonneville,United Kingdom,55000000,282377683,StudioCanal,January,227377683
Non-Stop,PG-13,Action,2014,6.9,254000,Jaume Collet-Serra,John W. Richardson,Liam Neeson,United Kingdom,50000000,222809600,StudioCanal,February,172809600
The Best of Me,PG-13,Drama,2014,6.7,68000,Michael Hoffman,Nicholas Sparks,James Marsden,United States,26000000,38609668,DiNovi Pictures,October,12609668
Horrible Bosses 2,R,Comedy,2014,6.3,162000,Sean Anders,Sean Anders,Jason Bateman,United States,42000000,107645357,BenderSpink,November,65645357
This Is Where I Leave You,R,Comedy,2014,6.6,75000,Shawn Levy,Jonathan Tropper,Jason Bateman,United States,19800000,41296320,21 Laps Entertainment,September,21496320
Into the Storm,PG-13,Action,2014,5.8,66000,Steven Quale,John Swetnam,Richard Armitage,United States,50000000,161502194,Broken Road Productions,August,111502194
Penguins of Madagascar,PG,Animation,2014,6.7,83000,Eric Darnell,Michael Colton,Tom McGrath,United States,132000000,373515621,DreamWorks Animation,November,241515621
Jack Ryan: Shadow Recruit,PG-13,Action,2014,6.2,126000,Kenneth Branagh,Adam Cozad,Chris Pine,United States,60000000,135503748,Paramount Pictures,January,75503748
Mommy,R,Drama,2014,8.1,53000,Xavier Dolan,Xavier Dolan,Anne Dorval,Canada,NA,13156856,Les Films Séville,October,NA
Testament of Youth,PG-13,Biography,2014,7.3,27000,James Kent,Vera Brittain,Alicia Vikander,United Kingdom,NA,5874883,BBC Films,January,NA
Cooties,R,Action,2014,5.7,24000,Jonathan Milott,Leigh Whannell,Elijah Wood,United States,NA,485544,SpectreVision,September,NA
The Book of Life,PG,Animation,2014,7.3,66000,Jorge R. Gutiérrez,Jorge R. Gutiérrez,Diego Luna,United States,50000000,99783556,Reel FX Creative Studios,October,49783556
Goodnight Mommy,R,Horror,2014,6.7,47000,Severin Fiala,Veronika Franz,Lukas Schwarz,Austria,NA,2193474,Ulrich Seidl Film Produktion GmbH,September,NA
The November Man,R,Action,2014,6.3,65000,Roger Donaldson,Michael Finch,Pierce Brosnan,United States,15000000,39661919,Relativity Media,August,24661919
Dracula Untold,PG-13,Action,2014,6.3,184000,Gary Shore,Matt Sazama,Luke Evans,United States,70000000,217124280,Universal Pictures,October,147124280
Unfriended,R,Horror,2014,5.5,71000,Levan Gabriadze,Nelson Greaves,Heather Sossaman,United States,1000000,62882090,Bazelevs Production,April,61882090
I Origins,R,Drama,2014,7.4,119000,Mike Cahill,Mike Cahill,Michael Pitt,United States,1000000,481234,Verisimilitude,September,-518766
Transcendence,PG-13,Action,2014,6.2,220000,Wally Pfister,Jack Paglen,Johnny Depp,United Kingdom,100000000,103039258,Alcon Entertainment,April,3039258
Endless Love,PG-13,Drama,2014,6.3,42000,Shana Feste,Shana Feste,Gabriella Wilde,United States,20000000,34718173,Bluegrass Films,February,14718173
Just Before I Go,R,Comedy,2014,6.4,18000,Courteney Cox,David Flebotte,Seann William Scott,United States,NA,10970,New Artists Alliance,April,NA
Before I Go to Sleep,R,Drama,2014,6.4,75000,Rowan Joffe,Rowan Joffe,Nicole Kidman,United Kingdom,22000000,17669776,Scott Free Productions,October,-4330224
The Good Lie,PG-13,Biography,2014,7.4,28000,Philippe Falardeau,Margaret Nagle,Reese Witherspoon,Kenya,20000000,3396345,Alcon Entertainment,November,-16603655
Deliver Us from Evil,R,Action,2014,6.2,73000,Scott Derrickson,Scott Derrickson,Eric Bana,United States,30000000,87937815,Screen Gems,July,57937815
The Raid 2,R,Action,2014,8,117000,Gareth Evans,Gareth Evans,Iko Uwais,Indonesia,4500000,6566916,Sony Pictures Classics,April,2066916
Taken 3,PG-13,Action,2014,6,183000,Olivier Megaton,Luc Besson,Liam Neeson,France,48000000,326479141,EuropaCorp,January,278479141
Pompeii,PG-13,Action,2014,5.5,108000,Paul W.S. Anderson,Janet Scott Batchler,Kit Harington,Canada,100000000,117831631,TriStar Pictures,February,17831631
Kill Me Three Times,R,Action,2014,5.9,22000,Kriv Stenders,James McFarland,Simon Pegg,United States,NA,101807,Cargo Entertainment,April,NA
Ride Along,PG-13,Action,2014,6.2,106000,Tim Story,Greg Coolidge,Ice Cube,United States,25000000,154468902,Universal Pictures,January,129468902
That Awkward Moment,R,Comedy,2014,6.1,99000,Tom Gormican,Tom Gormican,Zac Efron,United States,8000000,45640143,Treehouse Pictures,January,37640143
The Homesman,R,Drama,2014,6.6,32000,Tommy Lee Jones,Tommy Lee Jones,Tommy Lee Jones,United States,16000000,3819421,EuropaCorp,May,-12180579
Black Sea,R,Adventure,2014,6.4,36000,Kevin Macdonald,Dennis Kelly,Jude Law,United Kingdom,NA,4070789,Focus Features,January,NA
"Men, Women & Children",R,Comedy,2014,6.7,31000,Jason Reitman,Chad Kultgen,Kaitlyn Dever,United States,16000000,1705908,Paramount Pictures,October,-14294092
Let's Be Cops,R,Action,2014,6.4,129000,Luke Greenfield,Luke Greenfield,Jake Johnson,United States,17000000,138224951,Genre Films,August,121224951
A Most Violent Year,R,Action,2014,7,68000,J.C. Chandor,J.C. Chandor,Oscar Isaac,United States,20000000,12007070,Before The Door Pictures,January,-7992930
PK,Not Rated,Comedy,2014,8.1,169000,Rajkumar Hirani,Rajkumar Hirani,Aamir Khan,India,NA,100370104,Rajkumar Hirani Films,December,NA
A Little Chaos,R,Drama,2014,6.5,22000,Alan Rickman,Jeremy Brock,Kate Winslet,United Kingdom,NA,10084623,BBC Films,June,NA
The Loft,R,Mystery,2014,6.3,53000,Erik Van Looy,Bart De Pauw,Karl Urban,Belgium,14000000,11020402,Open Road Films,January,-2979598
A Most Wanted Man,R,Crime,2014,6.8,74000,Anton Corbijn,Andrew Bovell,Philip Seymour Hoffman,United Kingdom,15000000,36233517,Lionsgate,August,21233517
Clown,R,Horror,2014,5.7,23000,Jon Watts,Christopher Ford,Andy Powers,United States,1500000,4381603,Cross Creek Pictures,June,2881603
The Signal,PG-13,Drama,2014,6.1,64000,William Eubank,Carlyle Eubank,Brenton Thwaites,United States,4000000,2595622,Automatik Entertainment,July,-1404378
The Hundred-Foot Journey,PG,Comedy,2014,7.3,79000,Lasse Hallström,Steven Knight,Helen Mirren,United States,22000000,89514453,Amblin Entertainment,August,67514453
Beyond the Lights,PG-13,Drama,2014,6.9,16000,Gina Prince-Bythewood,Gina Prince-Bythewood,Gugu Mbatha-Raw,United States,7000000,14618727,Black Entertainment Television (BET),November,7618727
Maps to the Stars,R,Comedy,2014,6.2,39000,David Cronenberg,Bruce Wagner,Julianne Moore,Canada,15000000,4510934,Prospero Pictures,February,-10489066
If I Stay,PG-13,Drama,2014,6.7,118000,R.J. Cutler,Shauna Cross,Chloë Grace Moretz,United States,11000000,78274843,DiNovi Pictures,August,67274843
She's Funny That Way,R,Comedy,2014,6.1,25000,Peter Bogdanovich,Louise Stratten,Imogen Poots,United States,NA,6034851,Lagniappe Films,August,NA
'71,R,Action,2014,7.2,53000,Yann Demange,Gregory Burke,Jack O'Connell,United Kingdom,NA,3062178,Film 4,October,NA
Still Alice,PG-13,Drama,2014,7.5,129000,Richard Glatzer,Richard Glatzer,Julianne Moore,United States,5000000,44779195,Lutzus-Brown,February,39779195
3 Days to Kill,PG-13,Action,2014,6.2,90000,McG,Adi Hasak,Kevin Costner,United States,28000000,53260230,Relativity Media,February,25260230
Spring,Not Rated,Horror,2014,6.7,26000,Justin Benson,Justin Benson,Lou Taylor Pucci,United States,NA,49970,Rustic Films,March,NA
Love & Mercy,PG-13,Biography,2014,7.4,37000,Bill Pohlad,Oren Moverman,John Cusack,United States,10000000,28641776,River Road Entertainment,June,18641776
Big Eyes,PG-13,Biography,2014,7,88000,Tim Burton,Scott Alexander,Amy Adams,United States,10000000,29253166,The Weinstein Company,December,19253166
Addicted,R,Drama,2014,5.1,10000,Bille Woodruff,Christina Welsh,Sharon Leal,United States,5000000,17534314,Codeblack Entertainment,October,12534314
The Water Diviner,R,Drama,2014,7,73000,Russell Crowe,Andrew Knight,Russell Crowe,Australia,22500000,38176317,Fear of God Films,December,15676317
Selma,PG-13,Biography,2014,7.5,88000,Ava DuVernay,Paul Webb,David Oyelowo,United Kingdom,20000000,66787908,Pathé,January,46787908
Veronica Mars,PG-13,Crime,2014,6.8,51000,Rob Thomas,Rob Thomas,Kristen Bell,United States,6000000,3485383,Warner Bros. Digital Distribution,March,-2514617
Million Dollar Arm,PG,Biography,2014,7,44000,Craig Gillespie,Tom McCarthy,Jon Hamm,United States,25000000,38483455,Walt Disney Pictures,May,13483455
The One I Love,R,Comedy,2014,7.1,37000,Charlie McDowell,Justin Lader,Mark Duplass,United States,100000,596933,RADiUS-TWC,August,496933
Jersey Boys,R,Biography,2014,6.8,33000,Clint Eastwood,Marshall Brickman,John Lloyd Young,United States,40000000,67647013,Four Seasons Partnership,June,27647013
Walk of Shame,R,Comedy,2014,6,52000,Steven Brill,Steven Brill,Elizabeth Banks,United States,NA,8122990,Focus World,May,NA
Draft Day,PG-13,Drama,2014,6.8,56000,Ivan Reitman,Scott Rothman,Kevin Costner,United States,25000000,29824199,Summit Entertainment,April,4824199
And So It Goes,PG-13,Comedy,2014,5.8,13000,Rob Reiner,Mark Andrus,Michael Douglas,United States,18000000,25419147,ASIG Productions,July,7419147
A Haunted House 2,R,Comedy,2014,4.7,20000,Michael Tiddes,Marlon Wayans,Marlon Wayans,United States,4000000,25358716,Baby Way Productions,April,21358716
The Gambler,R,Crime,2014,6.1,68000,Rupert Wyatt,William Monahan,Mark Wahlberg,United States,25000000,39280992,Paramount Pictures,December,14280992
Cake,R,Drama,2014,6.4,36000,Daniel Barnz,Patrick Tobin,Jennifer Aniston,United States,7000000,2433850,Cinelou Films,January,-4566150
"I, Frankenstein",PG-13,Action,2014,5.1,79000,Stuart Beattie,Stuart Beattie,Aaron Eckhart,United States,65000000,76801179,Hopscotch Features,January,11801179
Muppets Most Wanted,PG,Adventure,2014,6.4,33000,James Bobin,James Bobin,Ricky Gervais,United States,50000000,80383113,Walt Disney Pictures,March,30383113
Two Night Stand,R,Comedy,2014,6.4,67000,Max Nichols,Mark Hammer,Miles Teller,United States,NA,492332,Apartment Two,September,NA
Son of a Gun,R,Action,2014,6.4,27000,Julius Avery,Julius Avery,Ewan McGregor,Australia,NA,660241,Screen Australia,December,NA
Pawn Sacrifice,PG-13,Biography,2014,7,42000,Edward Zwick,Steven Knight,Tobey Maguire,United States,19000000,5578519,Gail Katz Productions,September,-13421481
Left Behind,PG-13,Action,2014,3.1,38000,Vic Armstrong,Paul Lalonde,Nicolas Cage,United States,16000000,27405896,Stoney Lake Entertainment,October,11405896
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",PG,Comedy,2014,6.2,42000,Miguel Arteta,Rob Lieber,Steve Carell,United States,28000000,100654149,Walt Disney Pictures,October,72654149
St. Vincent,PG-13,Comedy,2014,7.2,98000,Theodore Melfi,Theodore Melfi,Bill Murray,United States,13000000,54837234,Chernin Entertainment,October,41837234
The Legend of Hercules,PG-13,Action,2014,4.2,53000,Renny Harlin,Sean Hood,Kellan Lutz,United States,70000000,61279452,Summit Entertainment,January,-8720548
Kill the Messenger,R,Biography,2014,6.9,45000,Michael Cuesta,Peter Landesman,Jeremy Renner,United States,NA,5218973,Sierra / Affinity,October,NA
Step Up All in,PG-13,Drama,2014,6,33000,Trish Sie,Duane Adler,Ryan Guzman,United States,45000000,86165646,Summit Entertainment,August,41165646
The Salvation,R,Action,2014,6.7,37000,Kristian Levring,Anders Thomas Jensen,Mads Mikkelsen,Denmark,NA,1363964,Zentropa Entertainments,February,NA
God's Not Dead,PG,Drama,2014,4.7,41000,Harold Cronk,Hunter Dennis,Shane Harper,United States,2000000,64676349,Pure Flix Productions,March,62676349
Winter's Tale,PG-13,Drama,2014,6.2,53000,Akiva Goldsman,Akiva Goldsman,Colin Farrell,United States,60000000,30800231,Village Roadshow Pictures,February,-29199769
When Marnie Was There,PG,Animation,2014,7.7,35000,James Simone,Joan G. Robinson,Sara Takatsuki,Japan,NA,34949567,Dentsu,August,NA
Mr. Peabody & Sherman,PG,Animation,2014,6.8,65000,Rob Minkoff,Jay Ward,Ty Burrell,United States,145000000,275698039,Bullwinkle Studios,March,130698039
Tammy,R,Comedy,2014,4.9,49000,Ben Falcone,Melissa McCarthy,Melissa McCarthy,United States,20000000,100375432,RatPac-Dune Entertainment,July,80375432
Big Game,PG-13,Action,2014,5.4,32000,Jalmari Helander,Jalmari Helander,Samuel L. Jackson,Finland,NA,7455398,Subzero Film Entertainment,June,NA
A Long Way Down,R,Comedy,2014,6.4,32000,Pascal Chaumeil,Nick Hornby,Pierce Brosnan,United Kingdom,12000000,7257942,Wildgaze Films,June,-4742058
The Rover,R,Action,2014,6.4,46000,David Michôd,David Michôd,Guy Pearce,Australia,12000000,2510007,Porchlight Films,June,-9489993
Force Majeure,R,Comedy,2014,7.3,51000,Ruben Östlund,Ruben Östlund,Johannes Kuhnke,Sweden,NA,4094339,Plattform Produktion,December,NA
"Two Days, One Night",PG-13,Drama,2014,7.3,46000,Jean-Pierre Dardenne,Jean-Pierre Dardenne,Marion Cotillard,Belgium,NA,9016922,Les Films du Fleuve,May,NA
Lost River,R,Drama,2014,5.7,17000,Ryan Gosling,Ryan Gosling,Christina Hendricks,United States,2000000,615500,Bold Films,April,-1384500
Magic in the Moonlight,PG-13,Comedy,2014,6.5,66000,Woody Allen,Woody Allen,Colin Firth,United States,16800000,51029361,Gravier Productions,August,34229361
Song of the Sea,PG,Animation,2014,8.1,54000,Tomm Moore,Will Collins,David Rawle,Ireland,NA,4190884,Backup Media,November,NA
Hector and the Search for Happiness,R,Adventure,2014,7,46000,Peter Chelsom,Maria von Heland,Simon Pegg,Germany,NA,6337728,Egoli Tossell Pictures,August,NA
The Quiet Ones,PG-13,Horror,2014,5.1,20000,John Pogue,Craig Rosenberg,Jared Harris,United Kingdom,200000,17835162,Exclusive Media Group,April,17635162
Zombeavers,R,Action,2014,4.8,17000,Jordan Rubin,Al Kaplan,Rachel Melvin,United States,NA,54985,Armory Films,March,NA
Barefoot,PG-13,Comedy,2014,6.6,24000,Andrew Fleming,Stephen Zotnowski,Evan Rachel Wood,United States,6000000,15071,WhiteFlame Productions,September,-5984929
No Good Deed,PG-13,Thriller,2014,5.6,20000,Sam Miller,Aimee Lagos,Taraji P. Henson,United States,13200000,54323210,Screen Gems,September,41123210
Leviathan,R,Crime,2014,7.6,51000,Andrey Zvyagintsev,Oleg Negin,Aleksey Serebryakov,Russia,NA,4439481,Non-Stop Productions,February,NA
Serena,R,Drama,2014,5.4,28000,Susanne Bier,Christopher Kyle,Bradley Cooper,Czech Republic,30000000,5092129,2929 Productions,February,-24907871
The Duke of Burgundy,Not Rated,Drama,2014,6.5,12000,Peter Strickland,Peter Strickland,Sidse Babett Knudsen,United Kingdom,1000000,185147,Rook Films,January,-814853
Effie Gray,PG-13,Biography,2014,6,4900,Richard Laxton,Emma Thompson,Dakota Fanning,United Kingdom,NA,721143,Sovereign Films (II),October,NA
Wish I Was Here,R,Comedy,2014,6.7,37000,Zach Braff,Adam J. Braff,Zach Braff,United States,6000000,5670776,Worldview Entertainment,July,-329224
Frank,R,Comedy,2014,7,76000,Lenny Abrahamson,Jon Ronson,Michael Fassbender,United Kingdom,NA,1897363,Element Pictures,September,NA
Get on Up,PG-13,Biography,2014,6.9,23000,Tate Taylor,Jez Butterworth,Chadwick Boseman,United Kingdom,30000000,33448971,Imagine Entertainment,August,3448971
Suffragette,PG-13,Drama,2014,6.9,40000,Sarah Gavron,Abi Morgan,Carey Mulligan,United Kingdom,14000000,31972096,Ruby Films,October,17972096
Ouija,PG-13,Horror,2014,4.5,50000,Stiles White,Juliet Snowden,Olivia Cooke,United States,5000000,103687316,Universal Pictures,October,98687316
Heaven Is for Real,PG,Biography,2014,5.8,26000,Randall Wallace,Randall Wallace,Greg Kinnear,United States,12000000,101982712,TriStar Pictures,April,89982712
While We're Young,R,Comedy,2014,6.3,48000,Noah Baumbach,Noah Baumbach,Ben Stiller,United States,10000000,18117839,IAC Films,April,8117839
Winter Sleep,Not Rated,Drama,2014,8.1,48000,Nuri Bilge Ceylan,Ebru Ceylan,Haluk Bilginer,Turkey,NA,4018705,NBC Film,June,NA
White Bird in a Blizzard,R,Drama,2014,6.4,27000,Gregg Araki,Gregg Araki,Shailene Woodley,France,NA,469701,Desperate Pictures,September,NA
Dear White People,R,Comedy,2014,6.1,25000,Justin Simien,Justin Simien,Tyler James Williams,United States,NA,4633961,Code Red,December,NA
Calvary,R,Drama,2014,7.4,57000,John Michael McDonagh,John Michael McDonagh,Brendan Gleeson,Ireland,NA,16887741,Fox Searchlight Pictures,April,NA
Think Like a Man Too,PG-13,Comedy,2014,5.8,20000,Tim Story,Keith Merryman,Kevin Hart,United States,24000000,70181428,LStar Capital,June,46181428
Heaven Knows What,R,Crime,2014,6.8,7100,Benny Safdie,Arielle Holmes,Arielle Holmes,France,NA,84417,Iconoclast,May,NA
The Keeping Room,R,Drama,2014,6,6500,Daniel Barber,Julia Hart,Brit Marling,United States,NA,73922,Gilbert Films,September,NA
